No,Busstop name,Street,公交车站站名,街道名
53141,Opp Whitley Sec Sch,Marymount Rd,Opp Whitley Sec Sch,玛丽蒙路
27109,Opp Westville,Jln Bahar,Opp Westville,惹兰？哈
17299,Opp West Coast Pk,West Coast Highway,Opp West Coast Pk,西海岸大道
17361,Opp West Coast Link,West Coast Highway,Opp West Coast Link,西海岸大道
58481,Opp Wellington Pr Sch,Wellington Circle,Opp Wellington Pr Sch,威灵顿圈
49071,Opp Wason Wood Industries,Sg Kadut Dr,Opp Wason Wood Industries,双溪加株通道
47131,Opp Wan Tai Co,Senoko Rd,Opp Wan Tai Co,圣诺哥路
14119,Opp VivoCity,Telok Blangah Rd,Opp VivoCity,直落布兰雅路
23141,Opp Varco,Sixth Lok Yang Rd,Opp Varco,第6洛阳路
13051,Opp Valley Pt Condo,River Valley Rd,Opp Valley Pt Condo,里？？利路
48081,Opp Upp Seletar Reservoir,Mandai Rd,Opp Upp Seletar Reservoir,万礼路
18321,Opp University Health Ctr,Lower Kent Ridge Rd,Opp University Health Ctr,肯特岗路下段
19071,Opp United World College,Dover Rd,Opp United World College,杜佛路
25459,Opp Tuas West St,Tuas West Dr,Opp Tuas West St,大士西通道
24519,Opp Tuas Fire Stn,Tuas Rd,Opp Tuas Fire Stn,大士路
26119,Opp Trussco Pte Ltd,Tuas Basin Link,Opp Trussco Pte Ltd,大士盆地连路
66139,Opp Trinity Meth Ch,S'goon Gdn Way,Opp Trinity Meth Ch,实龙岗花园大道
70279,Opp Trinity @ Paya Lebar,Paya Lebar Rd,Opp Trinity @ Paya Lebar,巴耶利？路
19051,Opp Transview Golf Club,Dover Rd,Opp Transview Golf Club,杜佛路
42291,Opp Toh Tuck Cres,Toh Tuck Rise,Opp Toh Tuck Cres,道德坡
28689,Opp Toh Guan Ctr,Toh Guan Rd East,Opp Toh Guan Ctr,卓源东路
52181,Opp Toa Payoh Stn,Lor 2 Toa Payoh,Opp Toa Payoh Stn,大巴窑2巷
52329,Opp Toa Payoh Stadium,Lor 6 Toa Payoh,Opp Toa Payoh Stadium,大巴窑6巷
52489,Opp Toa Payoh Polyclinic,Lor 8 Toa Payoh,Opp Toa Payoh Polyclinic,大巴窑8巷
10161,Opp Tiong Bahru Plaza,Tiong Bahru Rd,Opp Tiong Bahru Plaza,忠？鲁路
50059,Opp Thomson Med Ctr,Thomson Rd,Opp Thomson Med Ctr,汤申路
43051,Opp The Rail Mall,Upp Bt Timah Rd,Opp The Rail Mall,武吉知马路上段
43231,Opp The Petals Condo,Hillview Ave,Opp The Petals Condo,山景道
3071,Opp The Ogilvy Ctr,Robinson Rd,Opp The Ogilvy Ctr,罗敏申路
28201,Opp The JTC Summit,Jurong Gateway Rd,Opp The JTC Summit,？
63029,Opp The Helping Hand,Upp S'goon Rd,Opp The Helping Hand,实龙岗路上段
14401,Opp The Furniture Warehse,Labrador Villa Rd,Opp The Furniture Warehse,拉柏多维拉路
11471,Opp The Fisherman Ch,Margaret Dr,Opp The Fisherman Ch,玛格烈通道
90039,Opp Tg Ria Condo,Tg Rhu Rd,Opp Tg Ria Condo,丹戎禺路
82111,Opp Tg Katong Cplx,Tg Katong Rd,Opp Tg Katong Cplx,丹戎加东路
30019,Opp Tengah Air Base,Old Choa Chu Kang Rd,Opp Tengah Air Base,旧蔡厝港路
94051,Opp Temasek Sec Sch,Upp East Coast Rd,Opp Temasek Sec Sch,东海岸路上段
14169,Opp Telok Blangah Stn,Telok Blangah Rd,Opp Telok Blangah Stn,直落布兰雅路
46381,Opp Tech,Woodlands Ave 3,Opp Tech,兀兰3道
67019,Opp TAS Receiving Stn,Yio Chu Kang Rd,Opp TAS Receiving Stn,杨厝港路
18181,Opp Tanglin Trust Sch,Portsdown Rd,Opp Tanglin Trust Sch,波斯南路
20299,Opp Tanglin Sec Sch,West Coast Rd,Opp Tanglin Sec Sch,西海岸路
92209,Opp Tandeville,Telok Kurau Rd,Opp Tandeville,直落古楼路
76191,Opp Tampines Reg Lib,Tampines Ave 7,Opp Tampines Reg Lib,淡滨尼7道
70289,Opp Tai Seng Stn,Upp Paya Lebar Rd,Opp Tai Seng Stn,巴耶利？路上段
56021,Opp S'wang Hill FC,Upp Thomson Rd,Opp S'wang Hill FC,汤申路上段
2159,Opp Suntec Convention Ctr,Temasek Blvd,Opp Suntec Convention Ctr,淡马锡林荫道
1129,Opp Stamford Pr Sch,Victoria St,Opp Stamford Pr Sch,维多利亚街
53019,Opp St. Theresa's Home,Upp Thomson Rd,Opp St. Theresa's Home,汤申路上段
14039,Opp St. Theresa's Convent,Lower Delta Rd,Opp St. Theresa's Convent,立达路下段
14221,Opp St. Teresa's Ch,Kg Bahru Rd,Opp St. Teresa's Ch,甘榜？鲁路
21389,Opp St. Joseph's Home,Jurong West Ave 2,Opp St. Joseph's Home,裕廊西2道
5189,Opp Sri Mariamman Tp,Sth Bridge Rd,Opp Sri Mariamman Tp,南桥路
46041,Opp Sri Arasakesari Tp,Woodlands Rd,Opp Sri Arasakesari Tp,兀兰路
93079,Opp Springvale,East Coast Rd,Opp Springvale,东海岸路
75031,Opp Springfield Sec Sch,Tampines Ave 8,Opp Springfield Sec Sch,淡滨尼8道
10109,Opp SPRING S'pore Bldg,Jln Bt Merah,Opp SPRING S'pore Bldg,惹兰红山
29039,Opp S'pore Wood Ind,Penjuru Rd,Opp S'pore Wood Ind,本茱鲁路
45121,Opp S'pore Turf Club,Woodlands Rd,Opp S'pore Turf Club,兀兰路
24351,Opp S'pore Takada Ind,Gul Rd,Opp S'pore Takada Ind,卡尔路
90051,Opp S'pore Swim Club,Tg Rhu Rd,Opp S'pore Swim Club,丹戎禺路
28259,Opp S'pore Science Ctr,Jurong Town Hall Rd,Opp S'pore Science Ctr,裕廊镇大会堂路
51039,Opp S'pore Polo Club,Thomson Rd,Opp S'pore Polo Club,汤申路
80191,Opp S'pore Indoor Stadium,Stadium Walk,Opp S'pore Indoor Stadium,体育场径
62239,Opp S'pore Girls' Home,Hougang Ave 3,Opp S'pore Girls' Home,后港3道
25471,Opp S'pore Epson Ind,Tuas Link 4,Opp S'pore Epson Ind,大士连路6
23081,Opp S'pore Discovery Ctr,Upp Jurong Rd,Opp S'pore Discovery Ctr,裕廊路上段
2029,Opp S'pore Cricket Club,Connaught Dr,Opp S'pore Cricket Club,康乐通道
13011,Opp S'pore Botanic Gdns,Napier Rd,Opp S'pore Botanic Gdns,纳比雅路
21229,Opp S'pore Aerospace Mfg,Corporation Rd,Opp S'pore Aerospace Mfg,企业路
21129,Opp SPC Svc Stn,Jln Buroh,Opp SPC Svc Stn,惹兰布罗
22199,Opp Soon Lee Depot,Soon Lee Rd,Opp Soon Lee Depot,顺利路
23439,Opp SML Shipyard Ltd,Shipyard Rd,Opp SML Shipyard Ltd,船厂路
42019,Opp Sixth Ave Ctr,Dunearn Rd,Opp Sixth Ave Ctr,杜尼安路
96209,Opp Simei Green Condo,Simei Rd,Opp Simei Green Condo,四美路
93091,Opp Siglap Sth CC,Upp East Coast Rd,Opp Siglap Sth CC,东海岸路上段
98171,Opp SIA Supplies Ctr,Loyang Way,Opp SIA Supplies Ctr,罗央大道
99089,Opp SIA Sports Club,Netheravon Rd,Opp SIA Sports Club,尼德拉文路
63361,Opp S'goon Swim Cplx,Yio Chu Kang Link,Opp S'goon Swim Cplx,杨厝港连路
63169,Opp S'goon Swim Cplx,Yio Chu Kang Rd,Opp S'goon Swim Cplx,杨厝港路
64061,Opp S'goon Sec Sch,Upp S'goon Rd,Opp S'goon Sec Sch,实龙岗路上段
62261, Opp S'goon Sec Sch,Upp S'goon View,Opp S'goon Sec Sch,实龙岗景上段
49179,Opp Seow Wee Trading,Kranji Way,Opp Seow Wee Trading,克兰芝大道
67719,Opp Sengkang Fire Stn,Buangkok Dr,Opp Sengkang Fire Stn,万国通道
58011,Opp Sembawang Shop Ctr,Sembawang Rd,Opp Sembawang Shop Ctr,三巴旺路
58289,Opp Sembawang Sec Sch,Sembawang Cres,Opp Sembawang Sec Sch,三巴旺弯
57059,Opp Sembawang Air Base,Sembawang Rd,Opp Sembawang Air Base,三巴旺路
53201,Opp Semac,Sin Ming Dr,Opp Semac,新民通道
67051,Opp Seletar Hills Est,Yio Chu Kang Rd,Opp Seletar Hills Est,杨厝港路
23469,Opp Selco Pte Ltd,Jln Samulun,Opp Selco Pte Ltd,惹兰沙木仑
46749,Opp Seagate,Gambas Ave,Opp Seagate,甘巴士道
66519,Opp Seagate,S'goon Nth Ave 6,Opp Seagate,实龙岗北6道
64169,Opp Schenker,Tampines Rd,Opp Schenker,淡滨尼路
62249,Opp SBST Hougang Depot,Hougang Ave 3,Opp SBST Hougang Depot,后港3道
91051,Opp Santa Fe Mans,Mountbatten Rd,Opp Santa Fe Mans,蒙巴登路
22329,Opp Sam McCoy Engrg,Wan Lee Rd,Opp Sam McCoy Engrg,万利路
23071,Opp SAFTI Military Inst,Upp Jurong Rd,Opp SAFTI Military Inst,裕廊路上段
95099,Opp SAF Ferry Ter,Nicoll Dr,Opp SAF Ferry Ter,尼浩通道
67239,Opp Rivervale Pr Sch,Rivervale Dr,Opp Rivervale Pr Sch,河谷通道
18251,Opp Reuters,Science Pk Dr,Opp Reuters,科学园通道
40199,Opp Raffles Girls' Sch,Stevens Rd,Opp Raffles Girls' Sch,史蒂芬路
11061,Opp Queensway Sec Sch,Queensway,Opp Queensway Sec Sch,女皇大道
10311,Opp Queenstown Sec Sch,Margaret Dr,Opp Queenstown Sec Sch,玛格烈通道
11491,Opp Queenstown Pr Sch,Margaret Dr,Opp Queenstown Pr Sch,玛格烈通道
11541,Opp Queens,Stirling Rd,Opp Queens,史德林路
65389,Opp Punggol Sec Sch,Edgefield Plains,Opp Punggol Sec Sch,临原坪
65119,Opp Punggol 17th Ave,Punggol Rd,Opp Punggol 17th Ave,榜鹅路
27189,Opp PUB Sub-Stn,Nanyang Ave,Opp PUB Sub-Stn,南洋道
15209,Opp PSA Wharves G3,Pasir Panjang Rd,Opp PSA Wharves G3,巴西班让路
25371,Opp Protex,Tuas Ave 9,Opp Protex,大士9道
58079,Opp Prison Trg Sch,Sembawang Rd,Opp Prison Trg Sch,三巴旺路
93161,Opp Pond,East Coast Pk Svc Rd,Opp Pond,东海岸公园副路
92261,Opp Playground @ Big Splash,East Coast Pk Svc Rd,Opp Playground @ Big Splash,东海岸公园副路
12059,Opp Pine Gr Condo,Ulu Pandan Rd,Opp Pine Gr Condo,乌鲁班丹路
83081,Opp Perpetual Succour Ch,Sims Ave East,Opp Perpetual Succour Ch,沈氏东道
81119,Opp Paya Lebar Stn,Paya Lebar Rd,Opp Paya Lebar Stn,巴耶利？路
70309,Opp Paya Lebar St,Upp Paya Lebar Rd,Opp Paya Lebar St,巴耶利？路上段
15211,Opp Pasir View Pk ,Pasir Panjang Rd,Opp Pasir View Pk,巴西班让路
16071,Opp Pasir Panjang PO,Pasir Panjang Rd,Opp Pasir Panjang PO,巴西班让路
24041,Opp Pasir Laba Camp,Upp Jurong Rd,Opp Pasir Laba Camp,裕廊路上段
83159,Opp Parkway East Hosp,Joo Chiat Pl,Opp Parkway East Hosp,如切坊
12039,Opp Pandan Valley Condo,Ulu Pandan Rd,Opp Pandan Valley Condo,乌鲁班丹路
10119,Opp Pacific Tech Ctr,Jln Bt Merah,Opp Pacific Tech Ctr,惹兰红山
6011,Opp Outram Pk Stn,Outram Rd,Opp Outram Pk Stn,欧南路
70261,Opp Orion @ Paya Lebar,Paya Lebar Rd,Opp Orion @ Paya Lebar,巴耶利？路
49101,Opp Ordinance Supply Base,Kranji Rd,Opp Ordinance Supply Base,克兰芝路
51029,Opp Old Police Academy,Thomson Rd,Opp Old Police Academy,汤申路
51109,Opp Old Police Academy,Whitley Rd,Opp Old Police Academy,惠德里路
56191,Opp NPB S'goon Depot,Yio Chu Kang Rd,Opp NPB S'goon Depot,杨厝港路
59191,Opp Northland Sec Sch,Yishun Ave 6,Opp Northland Sec Sch,义顺6道
59571,Opp Northbrooks Sec Sch,Yishun Ring Rd,Opp Northbrooks Sec Sch,义顺环路
12109,Opp Ngee Ann Poly,Clementi Rd,Opp Ngee Ann Poly,金文泰路
9011,Opp Ngee Ann City,Orchard Turn,Opp Ngee Ann City,乌节弯路
40121,Opp Newton Life Ch,Newton Rd,Opp Newton Life Ch,纽顿路
33021,Opp Neo Tiew Rd,Lim Chu Kang Rd,Opp Neo Tiew Rd,林厝港路
22081,Opp Natsteel                                                                                        ,Tg Kling Rd,Opp Natsteel,丹戎吉宁路
15091,Opp Natl Leadership Inst,Sth Buona Vista Rd,Opp Natl Leadership Inst,南波那维斯达路
70061,Opp Mt Vernon Crematorium,Upp Aljunied Rd,Opp Mt Vernon Crematorium,阿裕尼路上段
14019,Opp Mt Faber Lodge,Kg Bahru Rd,Opp Mt Faber Lodge,甘榜？鲁路
80141,Opp Mountbatten Voc Sch,Mountbatten Rd,Opp Mountbatten Voc Sch,蒙巴登路
55041,Opp Motorola,Yio Chu Kang Rd,Opp Motorola,杨厝港路
23489,Opp Molex,Intl Rd,Opp Molex,国际路
13101,Opp Mohd Sultan Rd,River Valley Rd,Opp Mohd Sultan Rd,里？？利路
80069,Opp Mohd Salleh Mque,Geylang Rd,Opp Mohd Salleh Mque,芽笼路
43109,Opp Min of Defence,Upp Bt Timah Rd,Opp Min of Defence,武吉知马路上段
25511,Opp Michelman,Tuas Ave 12,Opp Michelman,大士12道
48109,Opp Meng Suan Rd,Mandai Rd,Opp Meng Suan Rd,万礼路
10391,Opp Melati Blk 2,Kg Bahru Rd,Opp Melati Blk 2,甘榜？鲁路
71229,Opp Meiban Ind Bldg,Ubi Rd 1,Opp Meiban Ind Bldg,乌美1路
51059,Opp MediaCorp,Thomson Rd,Opp MediaCorp,汤申路
51081,Opp Marymount Convent Sch,Marymount Rd,Opp Marymount Convent Sch,玛丽蒙路
24619,Opp Marinteknik,Tuas Rd,Opp Marinteknik,大士路
3411,Opp Marina Sth Pier,Marina Coastal Dr,Opp Marina Sth Pier,滨海岸通道
48011,Opp Mandai Camp 2,Mandai Rd,Opp Mandai Camp 2,万礼路
48059,Opp Mandai Agrotech Pk,Mandai Rd,Opp Mandai Agrotech Pk,万礼路
70391,Opp MacPherson Sec Sch,Lor Bengkok,Opp MacPherson Sec Sch,罗弄明园
98151,Opp Loyang Way 4,Loyang Way,Opp Loyang Way 4,罗央大道
98239,Opp Loyang Ind Est,Loyang Ave,Opp Loyang Ind Est,罗央道
81069,Opp Lor 39 Geylang,Geylang Rd,Opp Lor 39 Geylang,芽笼路
52249,Opp Lions Nursing Home,Toa Payoh Rise,Opp Lions Nursing Home,大巴窑坡
78259,Opp Lighthouse,Jln Loyang Besar,Opp Lighthouse,惹兰罗央勿刹
60209,Opp Leong Bee Ct,Upp S'goon Rd,Opp Leong Bee Ct,实龙岗路上段
45111,Opp Kranji War Memorial,Woodlands Rd,Opp Kranji War Memorial,兀兰路
45251,Opp Kranji Sec Sch,Choa Chu Kang Way,Opp Kranji Sec Sch,蔡厝港大道
81159,Opp Kong Hwa Sch,Guillemard Rd,Opp Kong Hwa Sch,基里玛路
42141,Opp King Albert Pk,Clementi Rd,Opp King Albert Pk,金文泰路
94069,Opp Kew Green Condo,Upp East Coast Rd,Opp Kew Green Condo,东海岸路上段
16131,Opp Kent Ridge Ter,Clementi Rd,Opp Kent Ridge Ter,金文泰路
18339,Opp Kent Ridge Stn,Lower Kent Ridge Rd,Opp Kent Ridge Stn,肯特岗路下段
15139,Opp Kent Ridge Stn,Sth Buona Vista Rd,Opp Kent Ridge Stn,南波那维斯达路
30021,Opp Keat Hong Camp,Old Choa Chu Kang Rd,Opp Keat Hong Camp,旧蔡厝港路
92109,Opp Katong Shop Ctr,Mountbatten Rd,Opp Katong Shop Ctr,蒙巴登路
92139,Opp Katong Omega Apt,East Coast Rd,Opp Katong Omega Apt,东海岸路
80189,Opp Kallang Squash Ctr,Stadium Blvd,Opp Kallang Squash Ctr,体育场林荫道
28239,Opp Jurong Town Hall,Jurong Town Hall Rd,Opp Jurong Town Hall,裕廊镇大会堂路
21571,Opp Jurong Sec Sch,Corporation Dr,Opp Jurong Sec Sch,企业通道
21759,Opp Jurong Sec Sch,Yuan Ching Rd,Opp Jurong Sec Sch,园景路
28661,Opp Jurong East Warehse,Toh Guan Rd East,Opp Jurong East Warehse,卓源东路
28241,Opp Jurong East Lib,Jurong Town Hall Rd,Opp Jurong East Lib,裕廊镇大会堂路
22019,Opp Jurong Bird Pk,Jln Ahmad Ibrahim,Opp Jurong Bird Pk,惹兰阿末依布拉欣
50159,Opp Jumbo Ind Bldg,Kim Keat Rd,Opp Jumbo Ind Bldg,金吉路
68049,Opp Jln Tari Lilin,Jln Kayu,Opp Jln Tari Lilin,惹兰加由
93171,Opp Island Resort S'pore,East Coast Pk Svc Rd,Opp Island Resort S'pore,东海岸公园副路
28221,Opp Intl Business Pk,Jurong Town Hall Rd,Opp Intl Business Pk,裕廊镇大会堂路
43049,Opp Hume Pk Condo,Upp Bt Timah Rd,Opp Hume Pk Condo,武吉知马路上段
59459,Opp Huamin Pr Sch,Yishun Ave 11,Opp Huamin Pr Sch,义顺11道
11319,Opp Hse No. 516,Sixth Ave,Opp Hse No. 516,第6道
43879,Opp Hse No. 42,Chestnut Dr,Opp Hse No. 42,策士纳通道
42301,Opp Hse No. 19,Toh Tuck Terr,Opp Hse No. 19,道德台
63351,Opp Hougang Swim Cplx,Hougang Ave 10,Opp Hougang Swim Cplx,后港10道
64549,Opp Hougang Ctrl Int,Hougang Ctrl,Opp Hougang Ctrl Int,后港中路
65419,Opp Horizon Pr Sch,Edgedale Plains,Opp Horizon Pr Sch,临谷坪
44109,Opp Hong San Terr,Choa Chu Kang Ave 1,Opp Hong San Terr,蔡厝港1道
5023,Opp Hong Lim Pk,Eu Tong Sen St,Opp Hong Lim Pk,余东旋街
5199,Opp Hong Lim Cplx,Sth Bridge Rd,Opp Hong Lim Cplx,南桥路
5131,Opp Hong Lim Cplx,Upp Cross St,Opp Hong Lim Cplx,克罗士街上段
24179,Opp Hong Hock Hardware,Gul Cres,Opp Hong Hock Hardware,卡尔弯
24331,Opp Hong Hang Bldg,Pioneer Rd,Opp Hong Hang Bldg,先驱路
43641,Opp HomeTeamNS,Bt Batok West Ave 7,Opp HomeTeamNS,武吉巴督西7道
30041,Opp Home Team Academy,Old Choa Chu Kang Rd,Opp Home Team Academy,旧蔡厝港路
11089,Opp Holland Hill Lodge,Queensway,Opp Holland Hill Lodge,女皇大道
6149,Opp Holiday Inn Atrium,Havelock Rd,Opp Holiday Inn Atrium,合乐路
24401,Opp Hoe Huat Engrg,Pioneer Sector 2,Opp Hoe Huat Engrg,先驱路2段
75369,Opp HNS Micro Siltronic,Tampines Ave 10,Opp HNS Micro Siltronic,淡滨尼10道
22159,Opp Hitachi,Pioneer Rd,Opp Hitachi,先驱路
43259,Opp Hillbrooks,Hillview Ave,Opp Hillbrooks,山景道
43301,Opp Hillbrooks,Jln Batu Nilam,Opp Hillbrooks,惹兰？株尼蓝
4251,Opp High St Ctr,Nth Boat Quay,Opp High St Ctr,驳船北码头
12141,Opp Henry Pk Apts,Mt Sinai Dr,Opp Henry Pk Apts,西乃山通道
26151,Opp Hempel,Tuas Ave 11,Opp Hempel,大士11道
45029,Opp Heavy Veh Pk,Woodlands Rd,Opp Heavy Veh Pk,兀兰路
44059,Opp Heavy Veh Pk,Woodlands Rd,Opp Heavy Veh Pk,兀兰路
64219,Opp Heavy Veh CP,Tampines Rd,Opp Heavy Veh CP,淡滨尼路
78149,Opp Greenview Sec Sch,Pasir Ris Dr 3,Opp Greenview Sec Sch,巴西立通道3
13119,Opp Great World City,Kim Seng Rd,Opp Great World City,金声路
13121,Opp Great World City,Zion Rd,Opp Great World City,锡安路
21529,Opp Grandluxe,Chin Bee Ave,Opp Grandluxe,振美道
64101,Opp Gracehaven S Army,Yio Chu Kang Rd,Opp Gracehaven S Army,杨厝港路
96089,Opp Grace Independent Ch,Upp Changi Rd,Opp Grace Independent Ch,樟宜路上段
74041,Opp Golden Pagoda Tp,Tampines Link,Opp Golden Pagoda Tp,淡滨尼连路
96271,Opp Global Logistics Ctr ,Xilin Ave,Opp Global Logistics Ctr,西林道
43151,Opp Glendale Pk Condo,Hillview Ave,Opp Glendale Pk Condo,山景道
43279,Opp Glendale Pk Condo,Hillview Rd,Opp Glendale Pk Condo,山景路
63041,Opp Glad Tidings Ch,Upp S'goon Rd,Opp Glad Tidings Ch,实龙岗路上段
22029,Opp Givaudan,Jln Ahmad Ibrahim,Opp Givaudan,惹兰阿末依布拉欣
5651,Opp Fuji Xerox Twrs,Tg Pagar Rd,Opp Fuji Xerox Twrs,丹戎巴葛路
46619,Opp Fuchun Sec Sch,Woodlands Ave 1,Opp Fuchun Sec Sch,兀兰1道
17399,Opp Freesia Woods Condo,Sunset Way,Opp Freesia Woods Condo,斜阳大道
9111,Opp Four Seasons Hotel,Orchard Blvd,Opp Four Seasons Hotel,乌节林荫道
56099,Opp Former Seletar Inst,Upp Thomson Rd,Opp Former Seletar Inst,汤申路上段
14061,Opp Former Railway Stn,Keppel Rd,Opp Former Railway Stn,岌巴路
81229,Opp Folec Tech Ctr,Geylang East Ctrl,Opp Folec Tech Ctr,芽笼东中路
53071,Opp Flame Tree Pk,Upp Thomson Rd,Opp Flame Tree Pk,汤申路上段
11119,Opp Farrer Rd Stn,Farrer Rd,Opp Farrer Rd Stn,花拉路
50259,Opp Farrer Pk Stn,Rangoon Rd,Opp Farrer Pk Stn,仰光路
5271,Opp Fairfield Meth Ch,Tg Pagar Rd,Opp Fairfield Meth Ch,丹戎巴葛路
98061,Opp Engine Test Facility,Loyang Ave,Opp Engine Test Facility,罗央道
23429,Opp EMAS Marine Base,Shipyard Rd,Opp EMAS Marine Base,船厂路
11331,Opp Dynasty Gdn II,Sixth Ave,Opp Dynasty Gdn II,第6道
90069,Opp Dunman High Sch,Tg Rhu Rd,Opp Dunman High Sch,丹戎禺路
18261,Opp DSO Natl Laboratories,Science Pk Dr,Opp DSO Natl Laboratories,科学园通道
64221,Opp Defu Ave 2,Tampines Rd,Opp Defu Ave 2,淡滨尼路
59251,Opp Darul Makmur Mque,Yishun Ave 2,Opp Darul Makmur Mque,义顺2道
75121,Opp Darul Ghufran Mque,Tampines Ave 5,Opp Darul Ghufran Mque,淡滨尼5道
43071,Opp Dairy Farm Rd,Upp Bt Timah Rd,Opp Dairy Farm Rd,武吉知马路上段
45059,Opp Da Di Glass,Woodlands Rd,Opp Da Di Glass,兀兰路
49031,Opp Crown Alliance Industries,Sg Kadut St 1,Opp Crown Alliance Industries,双溪加株1街
90079,Opp Costa Rhu Condo,Rhu Cross,Opp Costa Rhu Condo,禺十字路
27479,Opp Corporation Pr Sch,Jurong West St 23,Opp Corporation Pr Sch,裕廊西23街
44621,Opp Concord Pr Sch,Choa Chu Kang Ave 4,Opp Concord Pr Sch,蔡厝港4道
71071,Opp Comfort Driving Ctr,Eunos Link,Opp Comfort Driving Ctr,友诺士连路
11299,Opp Cold Storage Jelita,Holland Rd,Opp Cold Storage Jelita,荷兰路
31039,Opp Civil Defence Academy,Jln Bahar,Opp Civil Defence Academy,惹兰？哈
53329,Opp CityCab,Sin Ming Ave,Opp CityCab,新民道
14151,Opp Chr Community Chapel,Telok Blangah Rd,Opp Chr Community Chapel,直落布兰雅路
59201,Opp Chongfu Pr Sch,Yishun Ave 6,Opp Chongfu Pr Sch,义顺6道
41069,Opp Chinese High Sch,Dunearn Rd,Opp Chinese High Sch,杜尼安路
92219,Opp CHIJ Katong Convent,Marine Terr,Opp CHIJ Katong Convent,马林台
97051,Opp Changi Women's Prison,Upp Changi Rd Nth,Opp Changi Women's Prison,樟宜路北上段
99119,Opp Changi Golf Club,Netheravon Rd,Opp Changi Golf Club,尼德拉文路
96281,Opp Changi General Hosp,Simei Ave,Opp Changi General Hosp,四美道
97201,Opp Changi Chapel Museum,Upp Changi Rd Nth,Opp Changi Chapel Museum,樟宜路北上段
26289,Opp Caterpillar,Tuas Sth Ave 3,Opp Caterpillar,大士南3道
24451,Opp Cambridge Ind Trust,Pioneer Sector 3,Opp Cambridge Ind Trust,先驱路3段
93151,Opp Cable Ski Pk,East Coast Pk Svc Rd,Opp Cable Ski Pk,东海岸公园副路
11369,Opp Buona Vista Stn,Nth Buona Vista Rd,Opp Buona Vista Stn,北波那维斯达路
55269,Opp Bullion Pk Condo,Lentor Ave,Opp Bullion Pk Condo,伦多道
42089,Opp Bt Timah Plaza,Jln Anak Bt,Opp Bt Timah Plaza,惹兰安娜武吉
44909,Opp Bt Panjang Plaza,Jelebu Rd,Opp Bt Panjang Plaza,日？务路
44631,Opp Bt Panjang Plaza,Jelebu Rd,Opp Bt Panjang Plaza,日？务路
43571,Opp Bt Gombak Stn,Bt Batok West Ave 5,Opp Bt Gombak Stn,武吉巴督西5道
13209,Opp British High Comm,Tanglin Rd,Opp British High Comm,东陵路
53339,Opp Bright Hill Tp,Sin Ming Ave,Opp Bright Hill Tp,新民道
41029,Opp Botanic Gdns Stn,Dunearn Rd,Opp Botanic Gdns Stn,杜尼安路
46639,Opp Blk 892C CP,Woodlands Ave 2,Opp Blk 892C CP,兀兰2道
46461,Opp Blk 757A CP,Woodlands Ave 9,Opp Blk 757A CP,兀兰9道
46841,Opp Blk 739A CP,Woodlands Circle,Opp Blk 739A CP,兀兰圈
58359,Opp Blk 484A CP,Sembawang Dr,Opp Blk 484A CP,三巴旺通道
58279,Opp Blk 336A CP,Sembawang Cres,Opp Blk 336A CP,三巴旺弯
67309,Opp Blk 305 CP,Sengkang East Ave,Opp Blk 305 CP,盛港东道
27091,Opp Blk 271 CP,Jln Bahar,Opp Blk 271 CP,惹兰？哈
53151,Opp Blk 263A CP,Marymount Rd,Opp Blk 263A CP,玛丽蒙路
67341,Opp Blk 204 CP,Compassvale Dr,Opp Blk 204 CP,康埔桦通道
19019,Opp Blk 19A CP,C'wealth Ave West,Opp Blk 19A CP,联邦西道
11049,Opp Blessed Sacrament Ch,Queensway,Opp Blessed Sacrament Ch,女皇大道
62041,Opp Bethany Presby Ch,Upp Paya Lebar Rd,Opp Bethany Presby Ch,巴耶利？路上段
60141,Opp Bendemeer Pr Sch,S'goon Rd,Opp Bendemeer Pr Sch,实龙岗路
21341,Opp Beecham Pte Ltd,Jln Boon Lay,Opp Beecham Pte Ltd,惹兰文礼
94071,Opp Bedok Camp 2,Upp East Coast Rd,Opp Bedok Camp 2,东海岸路上段
42109,Opp Beauty World Ctr,Jln Anak Bt,Opp Beauty World Ctr,惹兰安娜武吉
19069,Opp Ayer Rajah Telecoms,Dover Rd,Opp Ayer Rajah Telecoms,杜佛路
20189,Opp Ayer Rajah CC,Pandan Gdns,Opp Ayer Rajah CC,班丹花园
