00481,BT PANJANG TEMP BUS PK
58189,Opp Sembawang Drug Rehab Ctr, 三巴旺Drug Rehab Ctr对面
58191,Aft Wellington Rd, 威灵顿路之后
58199,Opp Auckland Rd, 奥克兰路对面
58201,Aft Queen'S Ave, 监狱官员训练学校之前
58209,Aft Pakistan Rd, 巴基斯坦路之后
58211,Sembawang Stn, Sembawang Stn
58219,Opp Sembawang Stn, Sembawang Stn对面
58221,Blk 339 CP, 大牌CP对面
58229,Blk 358A CP, 大牌CP对面
58241,Sembawang Int, 大牌315对面
58249,Blk 309, 大牌309
58251,Sun Plaza, Sun Plaza
58259,Opp Sun Plaza, Sun Plaza对面
58271,Blk 335, 大牌335
58279,Opp Blk 336A CP, Opp Blk 336A CP
58281,Sembawang Sec Sch, Sec Sch对面
58289,Opp Sembawang Sec Sch, Opp Sembawang Sec Sch
58291,Blk 317, 大牌317
58299,Blk 328, 大牌328
58301,3M Bldg, 大牌Bldg
58309,Opp 3M Bldg, 大牌Bldg对面
58311,Blk 354 CP, 大牌CP对面
58319,Blk 357C, 大牌357C
58321,Bet Blks 357/359, 大牌357/359之前
58329,Blk 474, 大牌474
58331,Blk 589D, 大牌589D
58339,Opp Blk 589D, 大牌589D对面
58341,Blk 405, 大牌405
58349,Blk 478, 大牌478
58351,Blk 483, 大牌483
58359,Opp Blk 484A CP, Opp Blk 484A CP
58361,Nth Link Bldg, Nth Link Bldg
58369,BEF ACACIA HME, LP 8对面
58371,Bet Blks 325/326, 大牌326对面
58379,Opp Blk 325, 大牌325对面
58381,Blk 469B, 大牌469B
58389,Opp Blk 469B, 大牌469B对面
58391,Blk 303, 大牌303
58399,Opp Blk 303, 大牌303对面
58401,Opp Blk 491, 大牌491对面
58409,Blk 491, 大牌491
58411,Blk 404A CP, 大牌404A CP
58419,Blk 482A CP, 大牌482A CP
58421,Blk 353, 大牌353
58429,Bet Blks 415/416, 大牌415/416之前
58439,Innova JC, 大牌JC
58449,S'pore Sports Sch, Sports Sch对面
58451,Aft Heavy Veh Pk, 义顺2道之后
58459,Bef Heavy Veh Pk, Bef Heavy Veh Pk
58461,Innova Pr Sch, Pr Sch对面
58479,Aft Innova Pr Sch, 兀兰Sch通道之后
58481,Opp Wellington Pr Sch, Opp Wellington Pr Sch
58489,Wellington Pr Sch, Pr Sch对面
58491,Opp Blk 507A, 大牌507A对面
58499,Blk 506A, 大牌506A
58501,Blk 592A, 大牌592A
58509,Blk 590A, 大牌590A
58511,Blk 104C
58519,OPP BLK 104B
58521,BLK 106A
58529,BLK 108 CP
58531,BLK 129A
58539,BLK 120A
59009,Yishun Temp Int, Temp Int对面
59011,Bef Sg Seletar Bridge, Bef Sg Seletar Bridge
59019,Aft Sg Seletar Bridge, 义顺2道之后
59021,Bef Yishun Ave 1, Bef Yishun Ave 1
59029,Aft Yishun Ave 1, 义顺2道之后
59031,Opp Yishun Sports Hall, Opp Yishun Sports Hall
59039,Yishun Sports Hall, Sports Hall对面
59041,Bef Khatib Stn, Khatib Stn对面
59049,Opp Khatib Stn, Khatib Stn对面
59051,Blk 790, 大牌790
59059,Blk 608, 大牌608
59061,Blk 763, 大牌763
59069,Opp Blk 757, 大牌757对面
59072,Yishun Stn Exit E, Shop Ctr对面
59073,Opp Yishun Stn, 义顺Ctr道之后
59079,Yishun Stn, Yishun Stn
59081,Blk 774, 大牌774
59089,Opp Blk 774, 大牌774对面
59091,Blk 154, 大牌154
59099,Blk 220, 大牌220
59101,Yishun Pr Sch, Pr Sch对面
59109,Opp Yishun Pr Sch, Opp Yishun Pr Sch
59111,Blk 701, 大牌701
59119,Opp Blk 701A, 大牌701A对面
59121,Blk 121, 大牌121
59129,Opp Blk 121, 大牌121对面
59131,Blk 137, 大牌137
59139,Aft Chong Pang CC, Chong Pang之后
59141,Blk 741, 大牌741
59149,Blk 145, 大牌145
59159,Blk 151, 大牌151
59161,Opp Blk 201, 大牌201对面
59171,Blk 309, 大牌309
59179,Blk 241, 大牌241
59181,Opp Blk 245, 大牌245对面
59189,Blk 245, 大牌245
59191,Opp Northland Sec Sch, Opp Northland Sec Sch
59199,Blk 250, 大牌250
59201,Opp Chongfu Pr Sch, Opp Chongfu Pr Sch
59209,Blk 272, 大牌272
59211,Blk 289, 大牌289
59219,Opp Blk 288, 大牌288对面
59221,Opp Yishun Ind Pk A, 大牌48对面
59229,Yishun Ind Pk A, 大牌47对面
59231,Blk 227, 大牌227
59239,Blk 291, 大牌291
59241,Blk 236, 大牌236
59249,Blk 257, 大牌257
59251,Opp Darul Makmur Mque, Opp Darul Makmur Mque
59259,Darul Makmur Mque, Makmur Mque对面
59261,Blk 174, 大牌174
59269,Opp Blk 174, 大牌174对面
59271,Blk 118, 大牌118
59279,Opp Ahmad Ibrahim Sec Sch, Ahmad Ibrahim Sec Sch对面
59281,Blk 654, 大牌654
59289,Blk 676 CP
59291,Blk 666, 大牌666
59299,Blk 671 CP
59301,Blk 731, 大牌731
59309,Jiemin Pr Sch, Pr Sch对面
59311,Blk 760, 大牌760
59319,Yishun JC, 大牌JC
59321,Blk 794, 大牌794
59329,Naval Base Sec Sch, Naval Base Sec Sch
59331,Blk 773, 大牌773
59339,Blk 776, 大牌776
59341,Khoo Teck Puat Hosp, Khoo Teck Puat Hosp
59349,Opp Khoo Teck Puat Hosp, Khoo Teck Puat Hosp对面
59351,Opp Blk 322, 大牌322对面
59359,Blk 322, 大牌322
59361,Blk 602, 大牌602
59369,Blk 647, 大牌647
59371,Chung Cheng High Sch, Chung Cheng High Sch
59379,Opp Chung Cheng High Sch, Chung Cheng High Sch对面
59381,Blk 314, 大牌314
59389,Opp Blk 314, 大牌314对面
59391,Blk 342B, 大牌342B
59399,Opp Blk 367, 大牌367对面
59401,Blk 358, 大牌358
59409,Evangel Family Ch, Family Ch对面
59411,Blk 356, 大牌356
59419,Blk 413, 大牌413
59421,Blk 624, 大牌624
59429,Blk 846, 大牌846
59431,Blk 630, 大牌630
59439,Blk 858, 大牌858
59441,Naval Base Pr Sch, Naval Base Pr Sch
59449,Opp Naval Base Pr Sch, Naval Base Pr Sch对面
59451,Bet Blks 349/350, 大牌350对面
59459,Opp Huamin Pr Sch, Opp Huamin Pr Sch
59461,Opp Blk 419, 大牌419对面
59469,Blk 419, 大牌419
59471,Blk 430B, 大牌430B
59479,OPP BLK 430B, Bef Yishun Ave 8
59481,Blk 873, 大牌873
59499,Orchid Pk Condo, Pk Condo对面
59501,Blk 871, 大牌871
59509,Opp Blk 871, Bef Yishun Ave 8
59511,Yishun Sec Sch, Sec Sch对面
59521,Yishun Sapphire, Yishun Sapphire
59529,Opp Yishun Sapphire, Yishun Sapphire对面
59541,Opp Khatib Camp, Khatib Camp对面
59549,Khatib Camp, Khatib Camp
59551,Blk 722, 大牌722
59559,Opp Blk 722, 大牌722对面
59561,Blk 798, 大牌798
59569,Opp Blk 798, 大牌798对面
59571,Opp Northbrooks Sec Sch, Opp Northbrooks Sec Sch
59579,Blk 456, 大牌456
59581,Blk 432C, 大牌432C
59589,Blk 505C
59591,Bet Blks 405/406, 大牌406对面
59599,Opp Blk 406
59601,BLK 391, 大牌392对面
59609,Opp Blk 392
59611,Opp Yishun Community Hosp, Yishun Ctrl对面
59619,Yishun Community Hosp, 义顺中1路之后
59621,Bet Blks 318A/318B, 大牌318B对面
59631,Opp Blk 445, 大牌445对面
59639,Bet Blks 445/449, 大牌449对面
59641,Bet Blks 333C/333D, 大牌333D对面
59649,Opp Blk 333C, 大牌333C对面
59651,Blk 348B, 大牌348B
59661,Opp Yishun Polyclinic, Yishun Polyclinic对面
59669,Yishun Polyclinic, Yishun Polyclinic
59671,Bef Yishun Stn, Yishun Stn对面
59689,Blk 203, 大牌203
59691,Bef Blk 935, 大牌935对面
59699,Opp Blk 935, 大牌935对面
59701,Opp SAFRA Yishun, 大牌Yishun对面
59709,Bef SAFRA Yishun, 大牌Yishun对面
59711,Blk 672C, 大牌672C
59719,Opp Blk 672C, 大牌672C对面
59721,Blk 816, Sports Hall对面
59729,Opp Blk 816, Bef Yishun Ave 8
59731,Blk 512A, 大牌871
59739,Opp Blk 512A, Bef Yishun Ave 8
59741,Opp Orchid Country Club, 大牌871
59749,Orchid Country Club, Bef Yishun Ave 8
59751,Opp The Shaughnessy, 大牌871
59759,The Shaughnessy, Bef Yishun Ave 8
59761,Blk 504C
60011,BENDEMEER STN EXIT A, S'pore Post
60019,BENDEMEER STN EXIT B, S'pore Post对面
60021,Chubb S'pore, Chubb S'pore
60029,Blk 16, 大牌16
60031,BEF GEYLANG BAHRU STN, 大牌66
60039,Opp Blk 66, 大牌66对面
60051,Opp Kallang Pl, 加冷Pl对面
60059,Bef Kallang Pl, 加冷Pl之前
60061,Aft Infineon, Infin之后
60069,Kallang Basin Swim Cplx, Kallang Basin Swim Cplx
60071,Kolam Ayer Ind Est, Kolam Ayer Ind Est
60079,MOM Svcs Ctr, 大牌Ctr对面
60081,St. Andrew'S Village, St. Andrew's Jnr Sch
60089,Opp St. Andrew'S Village, St. Andrew's Jnr Sch对面
60099,Bef Lavender St, 劳明达街道之前
60101,Kwong Wai Shiu Hosp, Kwong Wai Shiu Hosp
60119,Opp Boon Keng Stn, 大牌28对面
60121,Boon Keng Stn/Blk 102, Keng Stn对面
60139,Blk 44, 大牌443
60141,Opp Bendemeer Pr Sch, Opp Bendemeer Pr Sch
60159,Blk 54, 大牌54
60161,St. Michael's Pl, 大牌Pl对面
60179,MOM Svcs Ctr, MOM Svcs 中心
60181,Aft Moonstone Lane, Moonstone Lane对面
60191,Blk 7, 大牌12
60199,Boon Keng Stn/Blk 22, 大牌22
60201,18 Woodsville, Bee Ct对面
60209,Sant Ritz, Opp Leong Bee Ct
60211,Aft Tai Thong Cres, Tai Thong之后
60219,Bef Siemens Ctr, Siemens Ctr对面
60221,BLK 73/GEYLANG BAHRU STN, 大牌73
60229,Blk 68, 大牌68
60241,Blk 1, 大牌1
60249,Blk 14, 大牌14
60251,Blk 15, 大牌15
60261,Potong Pasir Stn Exit C, Pasir Stn对面
60269,Potong Pasir Stn Exit B, Pasir Stn对面
61009,Blk 122, 大牌122
61011,Blk 103, 大牌103
61019,Opp Blk 101, 大牌101对面
61021,Aft Woodleigh Pk, Woodleigh Pk对面
61029,Opp Woodleigh Pk, Woodleigh Pk对面
61031,Woodleigh Stn Exit B, Woodleigh Stn
61039,Woodleigh Stn Exit A, Woodleigh Stn
61041,Bef Braddell Rd, Braddell Rd对面
61049,Aft Bartley Rd, Bartley Rd对面
61061,Blk 148, 大牌148
61069,Blk 101, 大牌101
61079,Blk 121, 大牌121
61089,Bet Blks 138/144, 大牌144对面
61099,Potong Pasir CC, 大牌CC对面
61101,Blk 120, 大牌120
62011,Aft Bartley Rd, Bartley Rd对面
62019,Aft Rochdale Rd, Rochdale Rd对面
62021,Wisma AUPE, 大牌AUPE
62029,Paya Lebar Gdns, Lebar Gdns对面
62031,Bef How Sun Rd, Sun Pk对面
62039,Raya Gdn, Raya Gdn
62041,Opp Bethany Presby Ch, Opp Bethany Presby Ch
62049,Aft Paya Lebar Cres, Ｇｅｙｌａｎｇ　Lebar　Cres　之后
62051,Aft Jln Chermat, Lebar Camp对面
62059,Blk 161, 大牌161
62061,Aft Upp Paya Lebar Rd, 上巴耶利峇路之后
62069,Bef Upp Paya Lebar Rd, 上巴耶利峇路之前
62071,BARTLEY STN EXIT A, 巴特礼车站对面
62079,AFT BARTLEY STN EXIT B, 巴特礼车站对面
62081,Opp Bartley Chr Ch, 巴特礼教会学校对面
62089,Bartley Chr Ch, 巴特利教会学校
62091,Opp Gambir Ridge, 巴特礼Terr对面
62099,Gambir Ridge, Classical Terr
62101,Bef Upp Serangoon Rd, 实龙岗路对面
62109,Aft Upp Serangoon Rd, 上实龙岗路之后
62111,Aft Sommerville Rd, Sommerville Rd对面
62119,Aft Sunshine Lodge, Sunshine Lodge对面
62121,Aft Wolskel Rd, Wolskel Rd对面
62129,Blk 403, 大牌403
62131,S'Goon Stn Exit H, S'goon Stn
62139,S'Goon Stn Exit A/Blk 413, S'goon Stn
62141,Opp Blk 1, 大牌1对面
62149,Paya Lebar Camp, Lebar Camp对面
62151,Rindu Terr, Rindu Terr
62159,Opp Rindu Terr, Rindu Terr对面
62161,St.Gabriel's Sec Sch, St. Gabriel's Sec Sch
62169,Blk 426, 大牌426
62171,Blk 409, 大牌409
62179,Blk 421, 大牌421
62189,S'Goon Stn Exit D/Blk 416, 大牌416
62219,Blk 158, 大牌158
62221,Opp The Minton, The Minton对面
62229,The Minton, The Minton
62231,BEF S'PORE GIRLS' HME, Bef S'pore Girls' Home
62239,OPP S'PORE GIRLS' HME, Opp S'pore Girls' Home
62241,SBST Hougang Depot, 大牌Depot对面
62249,Opp SBST Hougang Depot, Opp SBST Hougang Depot
62251,Bef Blk 471B, 大牌471B对面
62261,Opp S'goon Sec Sch, Opp S'goon Sec Sch
62271,Opp Blk 475B, 大牌465A
63011,Opp Upp S'Goon Shop Ctr, Peng Ctr对面
63019,Aft Upp S'Goon Shop Ctr, S'goon Shop之后
63021,The Helping Hand, Helping Hand对面
63029,Opp The Helping Hand, Opp The Helping Hand
63031,Kovan Stn Exit B, Kovan Stn
63039,Kovan Stn Exit C, Kovan Stn
63041,Opp Glad Tidings Ch, Opp Glad Tidings Ch
63049,Glad Tidings Ch, Tidings Ch对面
63051,Serangoon JC, 大牌JC
63059,Opp Serangoon JC, 大牌JC对面
63061,Opp Blk 25, Bef Nativity Ch Ctr
63069,Blk 25, Ch Ctr对面
63071,Opp Blk 248, 大牌248对面
63079,Blk 248, 大牌248
63081,Opp Blk 241, 大牌241对面
63089,Blk 241, 大牌241
63091,Opp Blk 106, 大牌106对面
63099,Blk 106, 大牌106
63101,Opp Blk 169, 大牌169对面
63109,Blk 172, 大牌172
63131,THE TEMBUSU, Tai Bldg对面
63139,Aft En-Naeem Mque, 大牌Mque对面
63141,Blk 209, 大牌209
63149,Serangoon Stadium, 实龙岗体育场
63151,Aft Upp S'Goon Rd, Kovan Ctr对面
63159,Highland Ctr, Highland Ctr
63161,Serangoon Swim Cplx, Swim Cplx对面
63169,Opp Serangoon Swim Cplx, Opp S'goon Swim Cplx
63179,Bef Tai Seng Chr Ch, Tai Seng Chr Ch对面
63181,Bef St. Helier's Ave, Bef St. Helier's Ave
63189,Aft Serangoon Gdn Way, Ｇｅｙｌａｎｇ　Gdn　Way　之后
63191,Aft Serangoon Nth Ave 1, S'goon Nth Ave 1对面
63199,Aft Serangoon Nth Ave 1, S'goon Nth Ave 1对面
63201,Blk 133, 大牌133
63209,Toho Green, Toho Green
63211,Blk 138, 大牌138
63219,Opp Blk 139, 大牌139对面
63221,KOVAN HUB, Hougang St 21 FC
63229,Kovan Sports Ctr, 大牌207对面
63231,Bet Blks 210/211, 大牌211对面
63239,OPP BLK 211, 大牌210对面
63241,Blk 21, 大牌21
63249,Blk 1, 大牌1
63261,Opp Blk 232, 大牌232对面
63269,Blk 232, 大牌232
63271,Blk 239, 大牌239
63279,Opp Yuying Sec Sch, Opp Yuying Sec Sch
63281,Blk 105 Mkt/FC, 大牌FC对面
63289,Aljunied CC, 大牌CC
63291,Opp Blk 115, 大牌115对面
63299,Blk 115, 大牌115
63301,Paya Lebar Girls' Sch, Paya Lebar Girls' Sch
63309,Opp Paya Lebar Girls' Sch, Paya Lebar Girls' Sch对面
63311,Blk 634, 大牌634
63319,Opp Blk 634, 大牌634对面
63321,Blk 627, 大牌627
63329,Opp Blk 627, 大牌627对面
63331,Blk 615, 大牌615
63339,Opp Blk 615, 大牌615对面
63341,Opp Blk 709, 大牌709对面
63349,Blk 708, 大牌708
63351,Opp Hougang Swim Cplx, Opp Hougang Swim Cplx
63359,Hougang Swim Cplx, Swim Cplx对面
63361,Opp S'Goon Sports Cplx, Opp S'goon Swim Cplx
63369,Serangoon Sports Cplx, Sports Cplx对面
63371,Blk 679, 大牌679
63379,Blk 608, 大牌608
63381,Xinmin Pr Sch, Pr Sch对面
63389,Opp Xinmin Pr Sch, Opp Xinmin Pr Sch
63391,Blk 639, 大牌639
63399,Blk 632, 大牌632
64009,Hougang Ctrl Int, Ctrl Int对面
64011,Naung Ct, Naung Ct
64019,Blk 302, 大牌302
64021,Blk 458, 大牌458
64029,Opp Blk 458, 大牌458对面
64031,Blk 436, 大牌436
64039,Blk 434, 大牌434
64041,The Midtown, Hougang Plaza
64049,Opp The Midtown, Hougang Plaza对面
64051,Blk 465A, 大牌465A
64059,Blk 355, 大牌355
64061,Opp Serangoon Sec Sch, Opp S'goon Sec Sch
64069,Serangoon Sec Sch, Sec Sch对面
64071,Opp Punggol Pk, Punggol Pk对面
64079,Punggol Pk, Punggol Pk
64081,Hougang 1/Opp Blk 931A, 大牌1
64089,OPP HOUGANG 1
64091,Hougang Pr Sch, Pr Sch对面
64099,HOUGANG SEC SCH
64101,Opp Gracehaven S Army, Opp Gracehaven S Army
64109,Gracehaven S Army, 大牌Army对面
64111,Opp Blk 953, 大牌953对面
64119,Blk 953, 大牌953
64121,Aft Ang Mo Kio Ave 5, Ang Mo Kio Ave 5对面
64129,Blk 988B, 大牌988B
64131,Bef KPE, 大牌KPE
64139,Bef KPE, 大牌KPE
64141,Aft Jln Telawi, Jln Telawi对面
64149,LP 137, 义顺2道之后
64151,Aft Greenwich Dr, Greenwich Dr对面
64159,Bef Greenwich Dr, Greenwich Dr对面
64161,Schenker, 大牌Schenker
64169,Opp Schenker, Opp Schenker
64171,Aft Buangkok East Dr, 义顺2道之后
64179,Bef Buangkok East Dr, Bef Buangkok East Dr
64181,Bef TPE, 大牌TPE
64189,Aft Old Tampines Rd, 义顺2道之后
64191,Aft TPE, 大牌TPE
64199,Bef TPE, 大牌TPE
64201,Aft Hougang Ave 3, 义顺2道之后
64209,Aft Defu Ave 1, 义顺2道之后
64211,Aft Hougang Ave 7, 大牌CP对面
64219,Aft Defu Ave 2, Opp Heavy Veh CP
64221,Opp Defu Ave 2, Opp Defu Ave 2
64229,Bef Defu Ave 2, Bef Defu Ave 2
64231,Blk 316, 大牌316
64239,Opp Blk 316, 大牌316对面
64241,Blk 308, 大牌308
64249,Blk 327, 大牌327
64301,Blk 325, 大牌325
64309,Opp Blk 321, 大牌321对面
64311,Blk 344, 大牌344
64319,Opp Blk 344, 大牌344对面
64321,Blk 350, 大牌350
64329,Rio Vista, Rio Vista
64331,Blk 508, 大牌508
64339,Blk 602, 大牌602
64341,Bef Blk 683, 大牌681
64349,Blk 502, 大牌502
64351,Opp Montfort Sch, Montfort Sch对面
64359,Montfort Sch, Montfort Sch
64361,Blk 535, 大牌535
64369,Blk 532, 大牌532
64371,Opp Punggol CC, 大牌CC对面
64379,Punggol CC, 大牌CC
64381,Opp Blk 521, 大牌521对面
64389,Blk 522, 大牌522
64391,Blk 831, 大牌831
64399,Blk 512, 大牌512
64401,Opp Blk 477A, 大牌477A对面
64409,Blk 477A, 大牌477A
64411,Blk 670, 大牌670
64419,Blk 681, 大牌681
64421,Blk 421, 大牌421
64429,Blk 412, 大牌412
64431,Blk 568, 大牌568
64439,Blk 537, 大牌537
64441,Hougang G. Shop Mall, Hougang G. Shop Mall
64449,Opp Hougang G. Shop Mall, Hougang G. Shop Mall对面
64461,Blk 579, 大牌579
64469,Opp Blk 579, 大牌579对面
64471,Blk 917, 大牌917
64479,Blk 665, 大牌665
64481,Bet Blks 930/931, 大牌931对面
64489,Blk 946A, 大牌946A
64491,Hougang 1, 大牌1
64499,Regentville, 大牌Regentville
64509,Blk 941A, 大牌941A
64519,Blk 943, 大牌943
64521,Blk 834, 大牌834
64529,Hougang Polyclinic, Hougang Polyclinic
64541,Hougang Ctrl Int, Ctrl Int对面
64549,Opp Hougang Ctrl Int, Opp Hougang Ctrl Int
64551,Blk 836, 大牌836
64559,Blk 830A, 大牌830A
64561,Blk 574, 大牌574
64571,Blk 438, 大牌438
64579,Bet Blks 544/546, 大牌546对面
64601,Blk 919, 大牌919
64609,Blk 687, 大牌687
64611,Blk 913, 大牌913
64619,Opp Blk 913, 大牌913对面
64621,Blk 565, 大牌565
64629,Opp Blk 565, 大牌565对面
65009,Punggol Temp Int, Temp Int对面
65011,Opp The Rivervale, The Rivervale对面
65019,The Rivervale, The Rivervale
65021,Opp Blk 110, 大牌110对面
65029,Blk 111, 大牌111
65031,Blk 227D, 大牌227D
65039,Blk 124, 大牌124
65041,Blk 231, 大牌231
65049,Blk 126A, 大牌126A
65059,St. Anne's Ch, 大牌Ch对面
65061,Blk 298A, 大牌298A
65069,Blk 190C, 大牌190C
65071,Opp Blk 103A, 大牌103A对面
65079,Blk 102C, 大牌102C
65081,Opp Blk 199C, 大牌199C对面
65089,Opp Blk 296, 大牌296对面
65091,BLK 301A, 大牌301A
65099,BLK 604A, 大牌604A
65101,Aft Punggol Dr, Punggol Dr对面
65109,Bef Punggol Dr, Punggol Dr对面
65111,Bef Punggol 17th Ave, Bef Punggol 17th Ave
65119,Opp Punggol 17th Ave, Opp Punggol 17th Ave
65121,Opp Track 22, 大牌22对面
65129,Aft Track 22, 大牌22对面
65139,Punggol Rd End, Rd End对面
65141,Soo Teck Stn, Teck Stn对面
65149,Soo Teck Stn, Teck Stn对面
65151,Cove Stn Exit B, 大牌196A
65159,Cove Stn Exit A, 大牌101C
65161,Meridian Stn Exit B, 大牌173B
65169,Meridian Stn Exit A, 大牌108
65171,Coral Edge Stn Exit B, 大牌126A对面
65179,Coral Edge Stn Exit A, 大牌126A
65181,Atf Punggol Ctrl, Punggol Ctrl对面
65189,Bef Punggol Ctrl, Punggol Ctrl对面
65191,Bef Punggol Rd, Punggol Rd对面
65199,Aft Punggol Rd, Punggol Rd对面
65201,Opp Blk 201A, 大牌201A对面
65209,Aft Punggol Rd, Punggol Rd对面
65219,Aft Punggol Ctrl, Punggol Ctrl对面
65221,BLK 303D, 大牌293对面
65229,Blk 298, 大牌298
65231,Riviera Stn Exit B, 大牌166A
65239,Riviera Stn Exit A, 大牌166A对面
65241,Blk 196C, 大牌196C
65249,Blk 178, 大牌178
65251,Punggol Stn
65259,Punggol Stn/Int
65261,Blk 649, 大牌649
65269,Blk 162B, 大牌162B
65271,Opp Blk 188, 大牌188对面
65279,Bet Blks 187/188, 大牌188对面
65281,Punggol Sec/Blk 601B, Sec Sch对面
65289,Opp Punggol Sec/Blk 195E, Pr Sch对面
65301,Damai Stn Exit B, 大牌612A
65309,Damai Stn Exit A, 大牌612A对面
65311,Oasis Stn Exit B/Blk 617D, Oasis Stn
65319,Oasis Stn Exit A, Oasis Stn
65321,Kadaloor Stn Exit B, Kadaloor Stn
65329,Kadaloor Stn Exit A, Kadaloor Stn
65331,Opp Blk 268D, 大牌268D对面
65339,Blk 268C, 大牌268C
65341,Opp Blk 272C, 大牌272C对面
65349,Blk 272C, 大牌272C
65351,Punggol View Pr Sch, Punggol View Pr Sch
65359,Opp Punggol View Pr Sch, Punggol View Pr Sch对面
65371,Blk 682A
65379,Blk 661A
65381,Punggol Sec Sch, Sec Sch对面
65389,Opp Punggol Sec Sch, Opp Punggol Sec Sch
65391,Blk 672A, 大牌672A
65399,Blk 670A, 大牌670A
65401,Opp Blk 264A, 大牌264A对面
65409,Bef Blk 264, 大牌264对面
65411,Horizon Pr Sch, Pr Sch对面
65419,Opp Horizon Pr Sch, Opp Horizon Pr Sch
65429,Greendale Pr Sch, Pr Sch对面
65431,Twin Waterfalls, Twin Waterfalls
65439,Aft TPE, 大牌TPE
65441,Opp Blk 315B, 大牌268D对面
65449,Blk 315B, Punggol View Pr Sch对面
65451,Blk 322 CP, 大牌268D对面
65459,Opp Blk 322 CP, Punggol View Pr Sch对面
65461,Blk 312 CP, 大牌268D对面
65469,Blk 310B, Punggol View Pr Sch对面
65481,Bef Punggol Dr, 大牌268D对面
65489,Aft Punggol Dr, Punggol View Pr Sch对面
65491,Opp Blk 259 CP, 大牌268D对面
65499,Blk 259 CP, Punggol View Pr Sch对面
65521,Waterwoods
65529,Aft Punggol Field
65531,Blk 226A
65539,Blk 224A
65541,Before Sumang Lane
65549,After Sumang Lane
65551,Blk 227A
65559,Opposite Blk 227A
65561,WATERWAY PR SCH
65569,OPP WATERWAY PR SCH
65801,Blk 309D, 大牌309D
65809,Anchor Green Pr Sch, Anchor 绿色小学
66009,S'Goon Int, Serangoon Int
66011,Aft Braddell Rd, Braddell Rd对面
66019,Bef Braddell Rd, Braddell Rd对面
66021,New Tech Pk, Tech Pk对面
66029,St. Gabriel's Pr Sch, St. Gabriel's Pr Sch
66031,Cardiff Residence, Cardiff Ct
66039,Blk 307, Cardiff Ct对面
66041,Blk 230, 大牌230
66049,Blk 233, 大牌233
66051,Opp Blk 257, 大牌257对面
66059,Blk 257A, 大牌257A
66061,Aft Lynwood Gr, 布莱德Flyover之后
66069,Bef Braddell Flyover, 布莱德Flyover之前
66071,Opp PUB Recreation Club, PUB Recreation Club对面
66079,PUB Recreation Club, PUB Recreation Club
66081,Opp S'pore Power Trg Inst, 新加坡Power Trg Inst对面
66089,S'pore Power Trg Inst, 新加坡Power Trg Inst
66091,Golden Hill Est, 黄金山东
66099,Opp Golden Hill Est, 黄金山东对面
66101,Blk 516, 大牌516
66109,Blk 151, 大牌151
66111,Opp Grace Wk, Chuan View
66119,Summer Pl, Summer Pl
66121,Chuan Terr, Chuan Terr
66129,Aft Chuan Gdn, Chuan Gdn对面
66131,Aft Trinity Meth Ch, Trinity Meth之后
66139,Opp Trinity Meth Ch, Opp Trinity Meth Ch
66141,Bef Yio Chu Kang Rd, Yio Chu Kang Rd对面
66149,Aft Yio Chu Kang Rd, Yio Chu Kang Rd对面
66151,Opp Penshurst Pl, Penshurst Pl对面
66161,Opp Crowhurst Dr, Crowhurst Dr对面
66171,Bef Cooling Cl, Cooling Cl对面
66181,Aft Chartwell Rd, Chartwell Rd对面
66191,Aft Corfe Pl, Gdn Sch对面
66201,Opp Brockhampton Dr, Brockhampton通道对面
66211,Opp Bloxhome Dr, Bloxhome通道对面
66221,Opp Portchester Ave, Portchester Ave对面
66231,Bef Huddington Ave, Huddington Ave对面
66241,Hemsley Ave, Hemsley Ave
66251,Opp Kingswear Ave, Kingswear Ave对面
66261,S'Goon Gdns Country Club, Portchester Ave对面
66271,Serangoon Gdn Circus, Gdn Circus对面
66291,Opp Serangoon Gdn Circus, 实龙岗公园马戏团对面
66301,Blk 152, 大牌152
66309,Blk 112, 大牌112
66311,Blk 141A, 大牌141A
66319,Bet Blks 142/148, 大牌148对面
